Time	Channel A
(s)	(mV)

0.00000000	75.14149000
0.00010000	79.84743000
0.00020000	79.84743000
0.00030000	75.14149000
0.00040000	79.84743000
0.00050000	75.14149000
0.00060000	79.84743000
0.00070000	79.84743000
0.00080000	79.84743000
0.00090000	79.84743000
0.00100000	75.14149000
0.00110000	79.84743000
0.00120000	79.84743000
0.00130000	79.84743000
0.00140000	79.84743000
0.00150000	79.84743000
0.00160000	75.14149000
0.00170000	79.84743000
0.00180000	79.84743000
0.00190000	79.84743000
0.00200000	79.84743000
0.00210000	79.84743000
0.00220000	79.84743000
0.00230000	75.14149000
0.00240000	75.14149000
0.00250000	79.84743000
0.00260000	79.84743000
0.00270000	79.84743000
0.00280000	79.84743000
0.00290000	75.14149000
0.00300000	79.84743000
0.00310000	79.84743000
0.00320000	79.84743000
0.00330000	79.84743000
0.00340000	79.84743000
0.00350000	79.84743000
0.00360000	79.84743000
0.00370000	79.84743000
0.00380000	79.84743000
0.00390000	79.84743000
0.00400000	79.84743000
0.00410000	79.84743000
0.00420000	79.84743000
0.00430000	79.84743000
0.00440000	79.84743000
0.00450000	79.84743000
0.00460000	79.84743000
0.00470000	79.84743000
0.00480000	79.84743000
0.00490000	79.84743000
0.00500000	79.84743000
0.00510000	79.84743000
0.00520000	79.84743000
0.00530000	84.53801000
0.00540000	79.84743000
0.00550000	84.53801000
0.00560000	79.84743000
0.00570000	79.84743000
0.00580000	79.84743000
0.00590000	79.84743000
0.00600000	79.84743000
0.00610000	79.84743000
0.00620000	79.84743000
0.00630000	79.84743000
0.00640000	79.84743000
0.00650000	84.53801000
0.00660000	84.53801000
0.00670000	79.84743000
0.00680000	84.53801000
0.00690000	79.84743000
0.00700000	79.84743000
0.00710000	79.84743000
0.00720000	79.84743000
0.00730000	79.84743000
0.00740000	79.84743000
0.00750000	79.84743000
0.00760000	79.84743000
0.00770000	79.84743000
0.00780000	79.84743000
0.00790000	79.84743000
0.00800000	79.84743000
0.00810000	79.84743000
0.00820000	79.84743000
0.00830000	79.84743000
0.00840000	84.53801000
0.00850000	79.84743000
0.00860000	79.84743000
0.00870000	79.84743000
0.00880000	79.84743000
0.00890000	79.84743000
0.00900000	79.84743000
0.00910000	79.84743000
0.00920000	79.84743000
0.00930000	84.53801000
0.00940000	79.84743000
0.00950000	79.84743000
0.00960000	79.84743000
0.00970000	79.84743000
0.00980000	79.84743000
0.00990000	79.84743000
0.01000000	79.84743000
0.01010000	79.84743000
0.01020000	79.84743000
0.01030000	79.84743000
0.01040000	79.84743000
0.01050000	79.84743000
0.01060000	75.14149000
0.01070000	75.14149000
0.01080000	75.14149000
0.01090000	79.84743000
0.01100000	75.14149000
0.01110000	75.14149000
0.01120000	79.84743000
0.01130000	79.84743000
0.01140000	75.14149000
0.01150000	79.84743000
0.01160000	75.14149000
0.01170000	79.84743000
0.01180000	79.84743000
0.01190000	79.84743000
0.01200000	75.14149000
0.01210000	79.84743000
0.01220000	79.84743000
0.01230000	75.14149000
0.01240000	75.14149000
0.01250000	75.14149000
0.01260000	79.84743000
0.01270000	75.14149000
0.01280000	75.14149000
0.01290000	75.14149000
0.01300000	79.84743000
0.01310000	75.14149000
0.01320000	79.84743000
0.01330000	75.14149000
0.01340000	75.14149000
0.01350000	79.84743000
0.01360000	75.14149000
0.01370000	75.14149000
0.01380000	79.84743000
0.01390000	75.14149000
0.01400000	79.84743000
0.01410000	79.84743000
0.01420000	79.84743000
0.01430000	79.84743000
0.01440000	75.14149000
0.01450000	79.84743000
0.01460000	79.84743000
0.01470000	79.84743000
0.01480000	75.14149000
0.01490000	79.84743000
0.01500000	79.84743000
0.01510000	75.14149000
0.01520000	79.84743000
0.01530000	79.84743000
0.01540000	75.14149000
0.01550000	79.84743000
0.01560000	79.84743000
0.01570000	79.84743000
0.01580000	79.84743000
0.01590000	79.84743000
0.01600000	79.84743000
0.01610000	79.84743000
0.01620000	75.14149000
0.01630000	79.84743000
0.01640000	79.84743000
0.01650000	75.14149000
0.01660000	75.14149000
0.01670000	75.14149000
0.01680000	79.84743000
0.01690000	79.84743000
0.01700000	75.14149000
0.01710000	79.84743000
0.01720000	79.84743000
0.01730000	79.84743000
0.01740000	79.84743000
