Time	Channel A	Channel B
(ms)	(V)	(V)

0.00000000	3.23419000	-0.52196110
0.02000000	3.18989900	-0.52196110
0.04000000	3.18989900	-0.52196110
0.06000000	3.18989900	-0.43491630
0.08000000	3.23419000	-0.43491630
0.10000000	3.18989900	-0.43491630
0.12000000	3.23419000	-0.43491630
0.14000000	3.18989900	-0.43491630
0.16000000	3.18989900	-0.34787150
0.18000000	3.23419000	-0.43491630
0.19999999	3.18989900	-0.34787150
0.21999999	3.18989900	-0.34787150
0.23999999	3.23419000	-0.34787150
0.25999999	3.23419000	-0.34787150
0.27999999	3.18989900	-0.26082680
0.29999999	3.18989900	-0.26082680
0.31999999	3.18989900	-0.26082680
0.33999999	3.18989900	-0.26082680
0.35999999	3.18989900	-0.26082680
0.37999999	3.23419000	-0.26082680
0.39999999	3.18989900	-0.17378200
0.41999999	3.23419000	-0.17378200
0.43999999	3.23419000	-0.17378200
0.45999999	3.23419000	-0.08673721
0.47999999	3.18989900	-0.08673721
0.49999999	3.18989900	-0.08673721
0.51999999	3.18989900	-0.08673721
0.53999999	3.18989900	-0.08673721
0.55999999	3.23419000	0.00000000
0.57999999	3.23419000	0.00000000
0.59999998	3.18989900	0.00000000
0.61999998	3.23419000	0.00000000
0.63999998	3.23419000	0.00000000
0.65999998	3.18989900	0.08673721
0.67999998	3.18989900	0.08673721
0.69999998	3.18989900	0.17378200
0.71999998	3.18989900	0.17378200
0.73999998	3.18989900	0.17378200
0.75999998	3.18989900	0.17378200
0.77999998	3.18989900	0.17378200
0.79999998	3.18989900	0.26082680
0.81999998	3.14560800	0.26082680
0.83999998	3.14560800	0.26082680
0.85999998	3.14560800	0.26082680
0.87999998	3.10131600	0.26082680
0.89999998	3.10131600	0.34787150
0.91999998	3.10131600	0.34787150
0.93999998	3.05687100	0.34787150
0.95999998	3.05687100	0.43491630
0.97999998	3.01258000	0.43491630
0.99999997	3.01258000	0.43491630
1.01999997	3.01258000	0.43491630
1.03999997	2.96828900	0.43491630
1.05999997	2.92399700	0.52196110
1.07999997	2.92399700	0.52196110
1.09999997	2.87970600	0.52196110
1.11999997	2.87970600	0.52196110
1.13999997	2.83541500	0.60900590
1.15999997	2.83541500	0.60900590
1.17999997	2.79112300	0.60900590
1.19999997	2.79112300	0.60900590
1.21999997	2.74683200	0.69605070
1.23999997	2.70254100	0.69605070
1.25999997	2.65824900	0.69605070
1.27999997	2.65824900	0.69605070
1.29999997	2.61395800	0.78309550
1.31999997	2.61395800	0.78309550
1.33999997	2.56951300	0.78309550
1.35999997	2.52522100	0.78309550
1.37999997	2.52522100	0.78309550
1.39999996	2.48093000	0.78309550
1.41999996	2.43663900	0.86983270
1.43999996	2.39234700	0.86983270
1.45999996	2.34805600	0.95687750
1.47999996	2.30376500	0.95687750
1.49999996	2.30376500	0.95687750
1.51999996	2.25947300	0.95687750
1.53999996	2.21518200	0.95687750
1.55999996	2.12659900	1.04392200
1.57999996	2.12659900	1.04392200
1.59999996	2.12659900	1.04392200
1.61999996	2.08230800	1.04392200
1.63999996	1.99357200	1.04392200
1.65999996	1.99357200	1.13096700
1.67999996	1.94928000	1.13096700
1.69999996	1.90498900	1.13096700
1.71999996	1.90498900	1.13096700
1.73999996	1.81640600	1.21801200
1.75999996	1.81640600	1.21801200
1.77999996	1.77211500	1.21801200
1.79999995	1.72782400	1.21801200
1.81999995	1.68353200	1.30505700
1.83999995	1.68353200	1.30505700
1.85999995	1.63924100	1.30505700
1.87999995	1.63924100	1.30505700
1.89999995	1.59495000	1.39210100
1.91999995	1.50621300	1.39210100
1.93999995	1.55065800	1.39210100
1.95999995	1.50621300	1.39210100
1.97999995	1.46192200	1.47914600
1.99999995	1.41763000	1.47914600
2.01999995	1.46192200	1.47914600
2.03999995	1.41763000	1.56619100
2.05999995	1.41763000	1.47914600
2.07999995	1.37333900	1.56619100
2.09999995	1.37333900	1.56619100
2.11999995	1.32904800	1.65323600
2.13999995	1.32904800	1.65323600
2.15999995	1.32904800	1.65323600
2.17999994	1.32904800	1.65323600
2.19999994	1.32904800	1.65323600
2.21999994	1.28475600	1.65323600
2.23999994	1.32904800	1.73997300
2.25999994	1.32904800	1.73997300
2.27999994	1.28475600	1.73997300
2.29999994	1.32904800	1.73997300
2.31999994	1.32904800	1.73997300
2.33999994	1.32904800	1.82701800
2.35999994	1.32904800	1.82701800
2.37999994	1.32904800	1.82701800
2.39999994	1.37333900	1.91406300
2.41999994	1.37333900	1.91406300
2.43999994	1.41763000	1.91406300
2.45999994	1.41763000	1.91406300
2.47999994	1.41763000	1.91406300
