FLMS05814_1:101		
188.012	16.68	
188.47	16.68	
188.927	16.68	
189.385	-60.56	
189.842	-95.67	
190.3	-37.16	
190.757	-88.65	
191.215	-86.31	
191.672	-147.16	
192.129	-23.11	
192.586	-32.47	
193.044	58.81	
193.501	14.34	
193.958	-48.86	
194.415	30.72	
194.872	40.08	
195.329	-6.73	
195.787	-16.09	
196.244	51.78	
196.7	129.02	
197.157	161.79	
197.614	157.11	
198.071	241.37	
198.528	185.19	
198.985	234.35	
199.441	246.05	
199.898	290.52	
200.355	267.11	
200.812	234.35	
201.268	309.24	
201.725	283.5	
202.181	309.24	
202.638	311.58	
203.094	318.61	
203.551	309.24	
204.007	349.03	
204.463	318.61	
204.92	381.8	
205.376	332.65	
205.832	384.14	
206.288	437.97	
206.744	304.56	
207.201	365.42	
207.657	274.14	
208.113	327.97	
208.569	416.91	
209.025	344.35	
209.481	388.82	
209.937	288.18	
210.392	407.55	
210.848	330.31	
211.304	393.5	
211.76	372.44	
212.215	290.52	
212.671	386.48	
213.127	377.12	
213.582	374.78	
214.038	440.31	
214.494	402.86	
214.949	381.8	
215.404	334.99	
215.86	365.42	
216.315	327.97	
216.771	384.14	
217.226	309.24	
217.681	267.11	
218.136	313.92	
218.592	370.1	
219.047	248.39	
219.502	332.65	
219.957	377.12	
220.412	358.39	
220.867	325.63	
221.322	372.44	
221.777	302.22	
222.232	217.96	
222.687	302.22	
223.142	267.11	
223.596	318.61	
224.051	386.48	
224.506	292.86	
224.96	306.9	
225.415	363.08	
225.87	281.16	
226.324	344.35	
226.779	297.54	
227.233	309.24	
227.688	388.82	
228.142	351.37	
228.597	332.65	
229.051	346.69	
229.505	318.61	
229.959	372.44	
230.414	325.63	
230.868	264.77	
231.322	323.29	
231.776	337.33	
232.23	379.46	
232.684	360.74	
233.138	325.63	
233.592	367.76	
234.046	299.88	
234.5	409.89	
234.954	325.63	
235.408	370.1	
235.861	330.31	
236.315	299.88	
236.769	412.23	
237.222	337.33	
237.676	395.84	
238.13	292.86	
238.583	342.01	
239.037	360.74	
239.49	388.82	
239.944	349.03	
240.397	288.18	
240.85	330.31	
241.304	358.39	
241.757	325.63	
242.21	353.71	
242.663	393.5	
243.117	363.08	
243.57	391.16	
244.023	351.37	
244.476	327.97	
244.929	351.37	
245.382	313.92	
245.835	454.36	
246.288	353.71	
246.741	351.37	
247.193	377.12	
247.646	330.31	
248.099	367.76	
248.552	379.46	
249.004	250.73	
249.457	353.71	
249.909	400.52	
250.362	349.03	
250.814	372.44	
251.267	374.78	
251.719	337.33	
252.172	370.1	
252.624	367.76	
253.076	327.97	
253.529	412.23	
253.981	388.82	
254.433	278.82	
254.885	367.76	
255.337	327.97	
255.79	407.55	
256.242	349.03	
256.694	384.14	
257.146	344.35	
257.598	388.82	
258.049	344.35	
258.501	344.35	
258.953	360.74	
259.405	407.55	
259.857	358.39	
260.308	379.46	
260.76	402.86	
261.212	363.08	
261.663	320.95	
262.115	330.31	
262.566	367.76	
263.018	356.05	
263.469	360.74	
263.92	334.99	
264.372	334.99	
264.823	330.31	
265.274	267.11	
265.726	377.12	
266.177	384.14	
266.628	374.78	
267.079	386.48	
267.53	381.8	
267.981	381.8	
268.432	365.42	
268.883	384.14	
269.334	320.95	
269.785	416.91	
270.236	402.86	
270.687	407.55	
271.137	407.55	
271.588	437.97	
272.039	414.57	
272.489	323.29	
272.94	320.95	
273.391	381.8	
273.841	332.65	
274.292	381.8	
274.742	372.44	
275.192	395.84	
275.643	360.74	
276.093	386.48	
276.543	407.55	
276.994	356.05	
277.444	363.08	
277.894	363.08	
278.344	339.67	
278.794	400.52	
279.244	388.82	
279.694	379.46	
280.144	346.69	
280.594	419.25	
281.044	327.97	
281.494	447.33	
281.944	363.08	
282.394	365.42	
282.843	267.11	
283.293	370.1	
283.743	327.97	
284.192	370.1	
284.642	356.05	
285.091	363.08	
285.541	377.12	
285.99	332.65	
286.44	381.8	
286.889	379.46	
287.338	351.37	
287.788	414.57	
288.237	377.12	
288.686	412.23	
289.135	358.39	
289.584	306.9	
290.034	334.99	
290.483	414.57	
290.932	416.91	
291.381	344.35	
291.83	327.97	
292.278	393.5	
292.727	367.76	
293.176	367.76	
293.625	337.33	
294.074	356.05	
294.522	323.29	
294.971	363.08	
295.42	344.35	
295.868	351.37	
296.317	309.24	
296.765	363.08	
297.214	402.86	
297.662	360.74	
298.11	363.08	
298.559	379.46	
299.007	356.05	
299.455	426.27	
299.903	372.44	
300.352	365.42	
300.8	339.67	
301.248	290.52	
301.696	377.12	
302.144	332.65	
302.592	360.74	
303.04	320.95	
303.488	402.86	
303.936	423.93	
304.383	475.42	
304.831	400.52	
305.279	344.35	
305.727	412.23	
306.174	419.25	
306.622	365.42	
307.069	416.91	
307.517	370.1	
307.964	384.14	
308.412	342.01	
308.859	482.44	
309.306	386.48	
309.754	386.48	
310.201	393.5	
310.648	419.25	
311.096	437.97	
311.543	461.38	
311.99	419.25	
312.437	473.08	
312.884	515.21	
313.331	444.99	
313.778	484.78	
314.225	444.99	
314.672	587.77	
315.118	538.62	
315.565	494.15	
316.012	590.11	
316.459	578.4	
316.905	557.34	
317.352	592.45	
317.798	683.73	
318.245	618.19	
318.691	646.28	
319.138	620.53	
319.584	643.94	
320.031	594.79	
320.477	632.24	
320.923	744.58	
321.37	770.33	
321.816	805.44	
322.262	789.05	
322.708	760.97	
323.154	798.42	
323.6	760.97	
324.046	772.67	
324.492	732.88	
324.938	863.95	
325.384	873.31	
325.83	915.44	
326.276	892.04	
326.721	966.93	
327.167	1079.28	
327.613	1065.24	
328.058	978.64	
328.504	1060.56	
328.949	1004.38	
329.395	1065.24	
329.84	1062.9	
330.286	1102.68	
330.731	1116.73	
331.177	1196.31	
331.622	1175.24	
332.067	1215.03	
332.512	1189.28	
332.957	1210.35	
333.403	1151.84	
333.848	1149.5	
334.293	1198.65	
334.738	1142.47	
335.183	1112.05	
335.628	1240.78	
336.072	1226.73	
336.517	1217.37	
336.962	1193.97	
337.407	1175.24	
337.852	1102.68	
338.296	1048.85	
338.741	1044.17	
339.185	1107.37	
339.63	1186.94	
340.074	1212.69	
340.519	1222.05	
340.963	1294.61	
341.408	1360.14	
341.852	1306.31	
342.296	1271.2	
342.741	1318.01	
343.185	1261.84	
343.629	1374.19	
344.073	1360.14	
344.517	1385.89	
344.961	1198.65	
345.405	1222.05	
345.849	1208.01	
346.293	1289.93	
346.737	1348.44	
347.181	1325.04	
347.624	1233.75	
348.068	1278.23	
348.512	1310.99	
348.955	1212.69	
349.399	1233.75	
349.843	1339.08	
350.286	1299.29	
350.73	1259.5	
351.173	1289.93	
351.617	1404.61	
352.06	1399.93	
352.503	1315.67	
352.946	1332.06	
353.39	1292.27	
353.833	1287.59	
354.276	1355.46	
354.719	1411.64	
355.162	1392.91	
355.605	1470.15	
356.048	1449.08	
356.491	1559.09	
356.934	1484.19	
357.377	1432.7	
357.82	1353.12	
358.262	1362.48	
358.705	1238.44	
359.148	1313.33	
359.59	1198.65	
360.033	1200.99	
360.475	1350.78	
360.918	1430.36	
361.36	1505.26	
361.803	1488.87	
362.245	1500.58	
362.688	1416.32	
363.13	1362.48	
363.572	1413.98	
364.014	1456.11	
364.456	1533.34	
364.899	1575.47	
365.341	1514.62	
365.783	1601.22	
366.225	1622.28	
366.667	1690.16	
367.108	1804.85	
367.55	1751.01	
367.992	1704.2	
368.434	1734.63	
368.876	1701.86	
369.317	1727.61	
369.759	1685.48	
370.201	1666.75	
370.642	1814.21	
371.084	1821.23	
371.525	1753.35	
371.966	1680.8	
372.408	1755.69	
372.849	1821.23	
373.29	1715.91	
373.732	1711.22	
374.173	1547.39	
374.614	1650.37	
375.055	1350.78	
375.496	1495.89	
375.937	1479.51	
376.378	1603.56	
376.819	1729.95	
377.26	1715.91	
377.701	1755.69	
378.142	1755.69	
378.583	1823.57	
379.023	1961.66	
379.464	2099.75	
379.905	2010.81	
380.345	1818.89	
380.786	1736.97	
381.226	1734.63	
381.667	1762.72	
382.107	1966.34	
382.548	1720.59	
382.988	1683.14	
383.428	1594.2	
383.868	1449.08	
384.309	1301.63	
384.749	1278.23	
385.189	1353.12	
385.629	1425.68	
386.069	1545.05	
386.509	1676.12	
386.949	1594.2	
387.389	1580.15	
387.829	1725.27	
388.268	1671.44	
388.708	1704.2	
389.148	1758.03	
389.588	1629.31	
