
Channel B
Time	 Value
(ns)	(mV)
-16840	40
-16800	40
-16760	40
-16720	40
-16680	-1
-16640	-1
-16600	40
-16560	40
-16520	40
-16480	40
-16440	-1
-16400	40
-16360	40
-16320	40
-16280	40
-16240	40
-16200	40
-16160	40
-16120	40
-16080	40
-16040	40
-16000	40
-15960	82
-15920	82
-15880	82
-15840	82
-15800	82
-15760	123
-15720	123
-15680	123
-15640	123
-15600	123
-15560	167
-15520	167
-15480	167
-15440	209
-15400	209
-15360	209
-15320	250
-15280	250
-15240	294
-15200	294
-15160	294
-15120	336
-15080	336
-15040	336
-15000	377
-14960	377
-14920	377
-14880	421
-14840	421
-14800	463
-14760	463
-14720	463
-14680	504
-14640	504
-14600	548
-14560	548
-14520	590
-14480	631
-14440	631
-14400	675
-14360	675
-14320	675
-14280	717
-14240	758
-14200	758
-14160	802
-14120	802
-14080	844
-14040	844
-14000	885
-13960	885
-13920	971
-13880	971
-13840	971
-13800	1012
-13760	1056
-13720	1056
-13680	1098
-13640	1098
-13600	1139
-13560	1139
-13520	1181
-13480	1181
-13440	1225
-13400	1225
-13360	1266
-13320	1308
-13280	1352
-13240	1393
-13200	1393
-13160	1435
-13120	1435
-13080	1479
-13040	1520
-13000	1562
-12960	1562
-12920	1606
-12880	1647
-12840	1689
-12800	1689
-12760	1733
-12720	1733
-12680	1816
-12640	1860
-12600	1860
-12560	1860
-12520	1901
-12480	1943
