Time	Channel A	Channel B
(ms)	(V)	(V)

0.00000000	1.59495000	2.87124800
0.02000000	1.59495000	2.87124800
0.04000000	1.63924100	2.87124800
0.06000000	1.68353200	2.87124800
0.08000000	1.68353200	2.95829200
0.10000000	1.72782400	2.95829200
0.12000000	1.77211500	2.95829200
0.14000000	1.81640600	2.95829200
0.16000000	1.86069800	3.04533700
0.18000000	1.90498900	3.04533700
0.19999999	1.90498900	3.04533700
0.21999999	1.99357200	3.04533700
0.23999999	2.03786300	3.13238200
0.25999999	2.03786300	3.13238200
0.27999999	2.12659900	3.13238200
0.29999999	2.12659900	3.13238200
0.31999999	2.21518200	3.21942700
0.33999999	2.21518200	3.21942700
0.35999999	2.25947300	3.21942700
0.37999999	2.30376500	3.21942700
0.39999999	2.34805600	3.30647100
0.41999999	2.39234700	3.21942700
0.43999999	2.43663900	3.30647100
0.45999999	2.48093000	3.30647100
0.47999999	2.52522100	3.39351600
0.49999999	2.52522100	3.39351600
0.51999999	2.56951300	3.39351600
0.53999999	2.61395800	3.48025300
0.55999999	2.65824900	3.39351600
0.57999999	2.70254100	3.48025300
0.59999998	2.70254100	3.48025300
0.61999998	2.74683200	3.48025300
0.63999998	2.74683200	3.48025300
0.65999998	2.79112300	3.48025300
0.67999998	2.83541500	3.56729800
0.69999998	2.83541500	3.56729800
0.71999998	2.83541500	3.65434300
0.73999998	2.87970600	3.56729800
0.75999998	2.87970600	3.65434300
0.77999998	2.92399700	3.65434300
0.79999998	2.92399700	3.65434300
0.81999998	2.87970600	3.65434300
0.83999998	2.92399700	3.74138800
0.85999998	2.92399700	3.74138800
0.87999998	2.92399700	3.74138800
0.89999998	2.92399700	3.82843300
0.91999998	2.96828900	3.82843300
0.93999998	2.92399700	3.82843300
0.95999998	2.92399700	3.82843300
0.97999998	2.92399700	3.82843300
0.99999997	2.92399700	3.91547700
1.01999997	2.92399700	3.91547700
1.03999997	2.92399700	3.91547700
1.05999997	2.87970600	3.91547700
1.07999997	2.83541500	4.00252200
1.09999997	2.83541500	4.00252200
1.11999997	2.83541500	4.00252200
1.13999997	2.79112300	4.00252200
1.15999997	2.74683200	4.00252200
1.17999997	2.74683200	4.08956700
1.19999997	2.74683200	4.08956700
1.21999997	2.70254100	4.08956700
1.23999997	2.65824900	4.08956700
1.25999997	2.61395800	4.08956700
1.27999997	2.56951300	4.17661200
1.29999997	2.56951300	4.17661200
1.31999997	2.48093000	4.17661200
1.33999997	2.48093000	4.26365700
1.35999997	2.48093000	4.26365700
1.37999997	2.39234700	4.26365700
1.39999996	2.34805600	4.26365700
1.41999996	2.30376500	4.26365700
1.43999996	2.30376500	4.35039400
1.45999996	2.25947300	4.35039400
1.47999996	2.21518200	4.35039400
1.49999996	2.17089100	4.43743800
1.51999996	2.12659900	4.43743800
1.53999996	2.08230800	4.43743800
1.55999996	2.03786300	4.43743800
1.57999996	1.99357200	4.43743800
1.59999996	1.94928000	4.43743800
1.61999996	1.90498900	4.52448300
1.63999996	1.90498900	4.52448300
1.65999996	1.81640600	4.52448300
1.67999996	1.81640600	4.61152800
1.69999996	1.77211500	4.61152800
1.71999996	1.72782400	4.61152800
1.73999996	1.68353200	4.61152800
1.75999996	1.68353200	4.61152800
1.77999996	1.63924100	4.69857300
1.79999995	1.59495000	4.69857300
1.81999995	1.55065800	4.69857300
1.83999995	1.55065800	4.69857300
1.85999995	1.55065800	4.78561800
1.87999995	1.50621300	4.78561800
1.89999995	1.50621300	4.78561800
1.91999995	1.46192200	4.78561800
1.93999995	1.41763000	4.78561800
1.95999995	1.37333900	4.87266300
1.97999995	1.32904800	4.87266300
1.99999995	1.32904800	4.87266300
2.01999995	1.37333900	4.87266300
2.03999995	1.32904800	4.95970700
2.05999995	1.32904800	4.87266300
2.07999995	1.32904800	4.87266300
2.09999995	1.28475600	4.87266300
2.11999995	1.28475600	4.87266300
2.13999995	1.28475600	4.87266300
2.15999995	1.28475600	4.78561800
2.17999994	1.28475600	4.78561800
2.19999994	1.28475600	4.78561800
2.21999994	1.24046500	4.78561800
2.23999994	1.24046500	4.69857300
2.25999994	1.24046500	4.69857300
2.27999994	1.24046500	4.69857300
2.29999994	1.24046500	4.69857300
2.31999994	1.19617400	4.61152800
2.33999994	1.19617400	4.61152800
2.35999994	1.19617400	4.61152800
2.37999994	1.19617400	4.52448300
2.39999994	1.19617400	4.61152800
2.41999994	1.19617400	4.52448300
2.43999994	1.15188200	4.52448300
2.45999994	1.15188200	4.52448300
2.47999994	1.15188200	4.52448300
2.49999994	1.10759100	4.52448300
