Time	Channel A	Channel B
(ms)	(V)	(V)

0.00000000	2.12659900	-1.91406300
0.02000000	2.12659900	-1.91406300
0.04000000	2.12659900	-1.91406300
0.06000000	2.12659900	-1.91406300
0.08000000	2.08230800	-2.00110700
0.10000000	2.08230800	-2.00110700
0.12000000	2.12659900	-2.00110700
0.14000000	2.12659900	-2.00110700
0.16000000	2.12659900	-2.08815200
0.18000000	2.08230800	-2.08815200
0.19999999	2.08230800	-2.08815200
0.21999999	2.08230800	-2.08815200
0.23999999	2.12659900	-2.08815200
0.25999999	2.08230800	-2.08815200
0.27999999	2.08230800	-2.17519700
0.29999999	2.08230800	-2.17519700
0.31999999	2.08230800	-2.17519700
0.33999999	2.08230800	-2.17519700
0.35999999	2.08230800	-2.17519700
0.37999999	2.08230800	-2.26224200
0.39999999	2.08230800	-2.26224200
0.41999999	2.08230800	-2.26224200
0.43999999	2.03786300	-2.26224200
0.45999999	2.08230800	-2.26224200
0.47999999	2.08230800	-2.34928600
0.49999999	2.08230800	-2.34928600
0.51999999	2.08230800	-2.34928600
0.53999999	2.08230800	-2.34928600
0.55999999	2.08230800	-2.43633100
0.57999999	2.03786300	-2.43633100
0.59999998	2.03786300	-2.43633100
0.61999998	2.03786300	-2.43633100
0.63999998	2.03786300	-2.43633100
0.65999998	2.08230800	-2.52337600
0.67999998	2.03786300	-2.52337600
0.69999998	2.03786300	-2.52337600
0.71999998	2.03786300	-2.52337600
0.73999998	2.08230800	-2.52337600
0.75999998	2.03786300	-2.52337600
0.77999998	2.03786300	-2.61011300
0.79999998	2.08230800	-2.61011300
0.81999998	2.08230800	-2.61011300
0.83999998	2.03786300	-2.61011300
0.85999998	2.03786300	-2.61011300
0.87999998	2.03786300	-2.69715800
0.89999998	2.03786300	-2.69715800
0.91999998	2.03786300	-2.69715800
0.93999998	2.03786300	-2.69715800
0.95999998	1.99357200	-2.69715800
0.97999998	2.03786300	-2.78420300
0.99999997	2.03786300	-2.78420300
1.01999997	2.03786300	-2.78420300
1.03999997	1.99357200	-2.78420300
1.05999997	1.99357200	-2.78420300
1.07999997	1.99357200	-2.87124800
1.09999997	1.99357200	-2.87124800
1.11999997	1.99357200	-2.87124800
1.13999997	1.99357200	-2.87124800
1.15999997	2.03786300	-2.87124800
1.17999997	1.99357200	-2.87124800
1.19999997	1.99357200	-2.95829200
1.21999997	1.99357200	-2.95829200
1.23999997	1.99357200	-2.95829200
1.25999997	1.99357200	-2.95829200
1.27999997	1.99357200	-3.04533700
1.29999997	1.99357200	-3.04533700
1.31999997	1.94928000	-3.04533700
1.33999997	1.94928000	-3.04533700
1.35999997	1.99357200	-3.04533700
1.37999997	1.94928000	-3.13238200
1.39999996	1.94928000	-3.13238200
1.41999996	1.99357200	-3.13238200
1.43999996	1.94928000	-3.13238200
1.45999996	1.94928000	-3.13238200
1.47999996	1.94928000	-3.21942700
1.49999996	1.94928000	-3.21942700
1.51999996	1.94928000	-3.21942700
1.53999996	1.94928000	-3.21942700
1.55999996	1.94928000	-3.21942700
1.57999996	1.94928000	-3.21942700
1.59999996	1.94928000	-3.30647100
1.61999996	1.94928000	-3.30647100
1.63999996	1.94928000	-3.30647100
1.65999996	1.99357200	-3.30647100
1.67999996	1.94928000	-3.30647100
1.69999996	1.94928000	-3.39351600
1.71999996	1.94928000	-3.39351600
1.73999996	1.94928000	-3.39351600
1.75999996	1.94928000	-3.39351600
1.77999996	1.94928000	-3.39351600
1.79999995	1.94928000	-3.48025300
1.81999995	1.99357200	-3.48025300
1.83999995	1.94928000	-3.48025300
1.85999995	1.94928000	-3.48025300
1.87999995	1.94928000	-3.56729800
1.89999995	1.94928000	-3.56729800
1.91999995	1.99357200	-3.56729800
1.93999995	1.99357200	-3.56729800
1.95999995	1.94928000	-3.56729800
1.97999995	1.94928000	-3.56729800
1.99999995	1.94928000	-3.65434300
2.01999995	1.99357200	-3.65434300
2.03999995	1.94928000	-3.65434300
2.05999995	1.99357200	-3.65434300
2.07999995	1.99357200	-3.65434300
2.09999995	1.94928000	-3.74138800
2.11999995	1.94928000	-3.74138800
2.13999995	1.99357200	-3.74138800
2.15999995	1.94928000	-3.74138800
2.17999994	1.94928000	-3.74138800
2.19999994	1.94928000	-3.82843300
2.21999994	1.94928000	-3.82843300
2.23999994	1.99357200	-3.82843300
2.25999994	1.94928000	-3.82843300
2.27999994	1.94928000	-3.82843300
2.29999994	1.94928000	-3.91547700
2.31999994	1.94928000	-3.91547700
2.33999994	1.94928000	-3.91547700
2.35999994	1.94928000	-3.91547700
2.37999994	1.99357200	-3.91547700
