Time	Channel A	Channel B
(ms)	(V)	(V)

0.00000000	2.12659900	-1.21801200
0.02000000	2.17089100	-1.21801200
0.04000000	2.17089100	-1.21801200
0.06000000	2.17089100	-1.30505700
0.08000000	2.12659900	-1.30505700
0.10000000	2.17089100	-1.30505700
0.12000000	2.17089100	-1.30505700
0.14000000	2.17089100	-1.30505700
0.16000000	2.12659900	-1.39210100
0.18000000	2.12659900	-1.39210100
0.19999999	2.12659900	-1.39210100
0.21999999	2.12659900	-1.39210100
0.23999999	2.12659900	-1.39210100
0.25999999	2.08230800	-1.47914600
0.27999999	2.12659900	-1.47914600
0.29999999	2.08230800	-1.47914600
0.31999999	2.03786300	-1.47914600
0.33999999	2.08230800	-1.56619100
0.35999999	2.08230800	-1.56619100
0.37999999	2.08230800	-1.56619100
0.39999999	2.03786300	-1.56619100
0.41999999	2.03786300	-1.56619100
0.43999999	2.03786300	-1.65323600
0.45999999	2.03786300	-1.65323600
0.47999999	2.03786300	-1.65323600
0.49999999	1.99357200	-1.65323600
0.51999999	1.99357200	-1.65323600
0.53999999	1.99357200	-1.73997300
0.55999999	1.99357200	-1.73997300
0.57999999	1.99357200	-1.73997300
0.59999998	1.99357200	-1.73997300
0.61999998	1.94928000	-1.73997300
0.63999998	1.99357200	-1.82701800
0.65999998	1.94928000	-1.82701800
0.67999998	1.94928000	-1.82701800
0.69999998	1.94928000	-1.82701800
0.71999998	1.94928000	-1.82701800
0.73999998	1.90498900	-1.82701800
0.75999998	1.90498900	-1.91406300
0.77999998	1.90498900	-1.91406300
0.79999998	1.90498900	-1.91406300
0.81999998	1.90498900	-1.91406300
0.83999998	1.90498900	-2.00110700
0.85999998	1.86069800	-2.00110700
0.87999998	1.86069800	-2.00110700
0.89999998	1.90498900	-2.00110700
0.91999998	1.86069800	-2.08815200
0.93999998	1.86069800	-2.08815200
0.95999998	1.86069800	-2.08815200
0.97999998	1.86069800	-2.08815200
0.99999997	1.86069800	-2.08815200
1.01999997	1.86069800	-2.08815200
1.03999997	1.81640600	-2.17519700
1.05999997	1.81640600	-2.17519700
1.07999997	1.86069800	-2.08815200
1.09999997	1.86069800	-2.17519700
1.11999997	1.86069800	-2.17519700
1.13999997	1.81640600	-2.17519700
1.15999997	1.86069800	-2.26224200
1.17999997	1.81640600	-2.26224200
1.19999997	1.81640600	-2.26224200
1.21999997	1.81640600	-2.26224200
1.23999997	1.81640600	-2.26224200
1.25999997	1.81640600	-2.34928600
1.27999997	1.81640600	-2.34928600
1.29999997	1.81640600	-2.34928600
1.31999997	1.81640600	-2.43633100
1.33999997	1.81640600	-2.43633100
1.35999997	1.86069800	-2.43633100
1.37999997	1.86069800	-2.43633100
1.39999996	1.86069800	-2.43633100
1.41999996	1.81640600	-2.43633100
1.43999996	1.81640600	-2.43633100
1.45999996	1.81640600	-2.52337600
1.47999996	1.81640600	-2.52337600
1.49999996	1.81640600	-2.52337600
1.51999996	1.81640600	-2.52337600
1.53999996	1.81640600	-2.61011300
1.55999996	1.86069800	-2.52337600
1.57999996	1.81640600	-2.61011300
1.59999996	1.86069800	-2.61011300
1.61999996	1.86069800	-2.61011300
1.63999996	1.81640600	-2.61011300
1.65999996	1.81640600	-2.69715800
1.67999996	1.86069800	-2.69715800
1.69999996	1.81640600	-2.69715800
1.71999996	1.81640600	-2.78420300
1.73999996	1.86069800	-2.69715800
1.75999996	1.86069800	-2.78420300
1.77999996	1.86069800	-2.78420300
1.79999995	1.90498900	-2.78420300
1.81999995	1.86069800	-2.78420300
1.83999995	1.86069800	-2.78420300
1.85999995	1.86069800	-2.87124800
1.87999995	1.86069800	-2.87124800
1.89999995	1.86069800	-2.87124800
1.91999995	1.86069800	-2.87124800
1.93999995	1.86069800	-2.87124800
1.95999995	1.86069800	-2.87124800
1.97999995	1.86069800	-2.95829200
1.99999995	1.86069800	-2.95829200
2.01999995	1.86069800	-2.95829200
2.03999995	1.90498900	-3.04533700
2.05999995	1.90498900	-2.95829200
2.07999995	1.86069800	-3.04533700
2.09999995	1.90498900	-3.04533700
2.11999995	1.86069800	-3.04533700
2.13999995	1.90498900	-3.04533700
2.15999995	1.86069800	-3.04533700
2.17999994	1.86069800	-3.13238200
2.19999994	1.90498900	-3.13238200
2.21999994	1.86069800	-3.13238200
2.23999994	1.86069800	-3.13238200
2.25999994	1.86069800	-3.21942700
2.27999994	1.86069800	-3.21942700
2.29999994	1.90498900	-3.21942700
2.31999994	1.86069800	-3.21942700
2.33999994	1.86069800	-3.21942700
2.35999994	1.86069800	-3.21942700
2.37999994	1.90498900	-3.30647100
