Frequency	Channel A	Channel B
(ms)	(V)	(mV)

-1.01000001	-1.41763000	-1.72397900
-1.00000001	-1.32904800	-1.72397900
-0.99000001	-1.32904800	-1.72397900
-0.98000001	-1.32904800	-1.72397900
-0.97000001	-1.32904800	-1.72397900
-0.96000001	-1.32904800	-1.72397900
-0.95000001	-1.32904800	-1.72397900
-0.94000001	-1.24046500	-2.15458900
-0.93000001	-1.24046500	-1.72397900
-0.92000001	-1.24046500	-1.72397900
-0.91000001	-1.24046500	-1.72397900
-0.90000001	-1.24046500	-1.72397900
-0.89000001	-1.24046500	-1.72397900
-0.88000001	-1.24046500	-1.72397900
-0.87000001	-1.24046500	-1.72397900
-0.86000001	-1.15188200	-1.72397900
-0.85000001	-1.15188200	-1.72397900
-0.84000001	-1.15188200	-1.72397900
-0.83000001	-1.15188200	-1.72397900
-0.82000001	-1.15188200	-2.15458900
-0.81000001	-1.15188200	-1.72397900
-0.80000001	-1.15188200	-1.72397900
-0.79000001	-1.15188200	-1.72397900
-0.78000001	-1.06330000	-1.72397900
-0.77000001	-1.06330000	-1.72397900
-0.76000001	-1.06330000	-1.72397900
-0.75000001	-1.06330000	-2.15458900
-0.74000001	-1.06330000	-1.72397900
-0.73000001	-0.97440950	-1.72397900
-0.72000001	-0.97440950	-1.72397900
-0.71000001	-0.97440950	-1.72397900
-0.70000002	-0.97440950	-1.72397900
-0.69000002	-0.88582680	-1.29183100
-0.68000002	-0.97440950	-1.72397900
-0.67000002	-0.97440950	-1.72397900
-0.66000002	-0.97440950	-1.72397900
-0.65000002	-0.88582680	-1.72397900
-0.64000002	-0.88582680	-1.72397900
-0.63000002	-0.88582680	-1.29183100
-0.62000002	-0.79724410	-1.72397900
-0.61000002	-0.88582680	-1.29183100
-0.60000002	-0.79724410	-1.72397900
-0.59000002	-0.79724410	-1.72397900
-0.58000002	-0.79724410	-1.72397900
-0.57000002	-0.79724410	-1.29183100
-0.56000002	-0.79724410	-1.72397900
-0.55000002	-0.79724410	-1.72397900
-0.54000002	-0.79724410	-1.72397900
-0.53000002	-0.70866140	-1.72397900
-0.52000002	-0.70866140	-1.72397900
-0.51000002	-0.70866140	-1.72397900
-0.50000002	-0.70866140	-1.29183100
-0.49000002	-0.70866140	-1.29183100
-0.48000002	-0.70866140	-1.29183100
-0.47000002	-0.70866140	-1.29183100
-0.46000002	-0.70866140	-1.29183100
-0.45000002	-0.62007870	-1.29183100
-0.44000002	-0.62007870	-1.29183100
-0.43000002	-0.62007870	-1.72397900
-0.42000002	-0.62007870	-1.29183100
-0.41000002	-0.62007870	-1.29183100
-0.40000002	-0.62007870	-1.29183100
-0.39000002	-0.53149600	-1.29183100
-0.38000002	-0.53149600	-1.29183100
-0.37000002	-0.53149600	-1.29183100
-0.36000002	-0.53149600	-1.29183100
-0.35000002	-0.53149600	-1.29183100
-0.34000002	-0.53149600	-0.86122040
-0.33000002	-0.44291340	-1.29183100
-0.32000002	-0.44291340	-0.86122040
-0.31000002	-0.44291340	-1.29183100
-0.30000003	-0.44291340	-1.29183100
-0.29000003	-0.44291340	-1.29183100
-0.28000003	-0.44291340	-1.29183100
-0.27000003	-0.35433070	-0.86122040
-0.26000003	-0.35433070	-0.86122040
-0.25000003	-0.35433070	-0.86122040
-0.24000003	-0.35433070	-0.86122040
-0.23000003	-0.35433070	-1.29183100
-0.22000003	-0.35433070	-1.29183100
-0.21000003	-0.35433070	-0.86122040
-0.20000003	-0.35433070	-0.86122040
-0.19000003	-0.26574800	-1.29183100
-0.18000003	-0.26574800	-1.29183100
-0.17000003	-0.26574800	-0.86122040
-0.16000003	-0.26574800	-0.43061020
-0.15000003	-0.26574800	-0.86122040
-0.14000003	-0.26574800	-0.86122040
-0.13000003	-0.26574800	-1.29183100
-0.12000003	-0.17716540	-0.86122040
-0.11000003	-0.17716540	-0.86122040
-0.10000003	-0.17716540	-1.29183100
-0.09000003	-0.17716540	-0.86122040
-0.08000003	-0.17716540	-0.86122040
-0.07000003	-0.08858268	-1.29183100
-0.06000003	-0.17716540	-0.86122040
-0.05000003	-0.08858268	-0.86122040
-0.04000003	-0.08858268	-1.29183100
-0.03000003	-0.08858268	-0.86122040
-0.02000003	-0.08858268	-0.86122040
-0.01000003	-0.08858268	-0.86122040
-0.00000003	0.00000000	-1.29183100
0.00999997	0.00000000	-0.86122040
0.01999997	0.00000000	-1.29183100
0.02999997	0.00000000	-0.86122040
0.03999997	0.00000000	-1.29183100
0.04999997	0.08858268	-1.29183100
0.05999997	0.08858268	-1.29183100
0.06999997	0.08858268	-1.29183100
0.07999997	0.08858268	-1.29183100
0.08999996	0.08858268	-1.72397900
0.09999996	0.08858268	-1.72397900
0.10999996	0.17716540	-1.72397900
0.11999996	0.17716540	-1.72397900
0.12999996	0.17716540	-1.72397900
0.13999996	0.17716540	-1.72397900
0.14999996	0.17716540	-2.15458900
0.15999996	0.26574800	-2.15458900
0.16999996	0.26574800	-2.58519900
0.17999996	0.26574800	-2.58519900
0.18999996	0.26574800	-2.58519900
0.19999996	0.26574800	-3.01734700
0.20999996	0.35433070	-3.01734700
0.21999996	0.35433070	-3.01734700
0.22999996	0.35433070	-3.44795700
0.23999996	0.35433070	-3.87856800
0.24999996	0.35433070	-3.87856800
0.25999996	0.35433070	-3.87856800
0.26999996	0.44291340	-4.31071600
0.27999996	0.44291340	-3.87856800
0.28999996	0.44291340	-4.31071600
0.29999996	0.44291340	-4.74132600
0.30999996	0.44291340	-4.74132600
0.31999996	0.44291340	-4.74132600
0.32999996	0.53149600	-5.17193600
0.33999996	0.53149600	-5.17193600
0.34999996	0.53149600	-5.60408400
0.35999996	0.53149600	-5.60408400
0.36999996	0.53149600	-5.60408400
0.37999996	0.53149600	-6.03469500
0.38999996	0.62007870	-6.03469500
0.39999996	0.62007870	-6.03469500
0.40999996	0.62007870	-6.03469500
0.41999996	0.62007870	-6.46530500
0.42999996	0.62007870	-6.46530500
0.43999996	0.70866140	-6.89745300
0.44999996	0.70866140	-6.89745300
0.45999996	0.70866140	-6.89745300
0.46999996	0.70866140	-6.89745300
0.47999996	0.70866140	-7.32806300
0.48999995	0.79724410	-7.32806300
0.49999995	0.70866140	-7.32806300
0.50999995	0.79724410	-7.32806300
0.51999995	0.79724410	-7.32806300
0.52999995	0.79724410	-7.32806300
0.53999995	0.79724410	-7.32806300
0.54999995	0.79724410	-7.32806300
0.55999995	0.79724410	-7.32806300
0.56999995	0.88582680	-7.32806300
0.57999995	0.88582680	-7.32806300
0.58999995	0.88582680	-7.32806300
0.59999995	0.88582680	-6.89745300
0.60999995	0.88582680	-7.32806300
0.61999995	0.97440950	-6.89745300
0.62999995	0.97440950	-6.89745300
0.63999995	0.97440950	-6.89745300
0.64999995	0.97440950	-6.89745300
0.65999995	0.97440950	-6.46530500
0.66999995	1.06330000	-6.03469500
0.67999995	1.06330000	-6.03469500
0.68999995	1.06330000	-5.60408400
0.69999995	1.06330000	-5.60408400
0.70999995	1.06330000	-5.17193600
0.71999995	1.06330000	-5.17193600
0.72999995	1.06330000	-4.74132600
0.73999995	1.15188200	-4.31071600
0.74999995	1.15188200	-4.74132600
0.75999995	1.15188200	-4.31071600
0.76999995	1.15188200	-3.87856800
0.77999995	1.24046500	-3.44795700
0.78999995	1.15188200	-3.01734700
0.79999995	1.15188200	-2.58519900
0.80999995	1.24046500	-2.58519900
0.81999995	1.24046500	-2.15458900
0.82999995	1.24046500	-1.72397900
0.83999995	1.32904800	-1.29183100
0.84999995	1.24046500	-1.29183100
0.85999995	1.32904800	-0.43061020
0.86999995	1.32904800	-0.43061020
0.87999995	1.32904800	0.00000000
