Time	Channel A	Channel B
(ms)	(V)	(V)

0.00000000	3.10131600	-0.17378200
0.02000000	3.05687100	-0.17378200
0.04000000	3.05687100	-0.17378200
0.06000000	3.10131600	-0.17378200
0.08000000	3.05687100	-0.17378200
0.10000000	3.05687100	-0.17378200
0.12000000	3.05687100	-0.08673721
0.14000000	3.05687100	-0.08673721
0.16000000	3.10131600	-0.08673721
0.18000000	3.10131600	0.00000000
0.19999999	3.05687100	0.00000000
0.21999999	3.05687100	0.00000000
0.23999999	3.05687100	0.00000000
0.25999999	3.10131600	0.00000000
0.27999999	3.05687100	0.08673721
0.29999999	3.01258000	0.08673721
0.31999999	3.05687100	0.08673721
0.33999999	3.01258000	0.17378200
0.35999999	3.01258000	0.17378200
0.37999999	3.01258000	0.17378200
0.39999999	3.01258000	0.17378200
0.41999999	3.01258000	0.26082680
0.43999999	3.01258000	0.26082680
0.45999999	3.01258000	0.26082680
0.47999999	2.96828900	0.26082680
0.49999999	2.96828900	0.34787150
0.51999999	2.96828900	0.34787150
0.53999999	2.92399700	0.34787150
0.55999999	2.92399700	0.34787150
0.57999999	2.87970600	0.43491630
0.59999998	2.87970600	0.43491630
0.61999998	2.83541500	0.43491630
0.63999998	2.83541500	0.43491630
0.65999998	2.79112300	0.43491630
0.67999998	2.79112300	0.52196110
0.69999998	2.74683200	0.52196110
0.71999998	2.70254100	0.52196110
0.73999998	2.74683200	0.52196110
0.75999998	2.70254100	0.52196110
0.77999998	2.65824900	0.60900590
0.79999998	2.65824900	0.60900590
0.81999998	2.61395800	0.60900590
0.83999998	2.56951300	0.69605070
0.85999998	2.52522100	0.69605070
0.87999998	2.52522100	0.69605070
0.89999998	2.52522100	0.69605070
0.91999998	2.43663900	0.78309550
0.93999998	2.39234700	0.78309550
0.95999998	2.39234700	0.78309550
0.97999998	2.34805600	0.78309550
0.99999997	2.34805600	0.78309550
1.01999997	2.30376500	0.86983270
1.03999997	2.25947300	0.86983270
1.05999997	2.25947300	0.86983270
1.07999997	2.21518200	0.86983270
1.09999997	2.17089100	0.95687750
1.11999997	2.12659900	0.95687750
1.13999997	2.08230800	0.95687750
1.15999997	2.03786300	0.95687750
1.17999997	1.99357200	1.04392200
1.19999997	1.99357200	1.04392200
1.21999997	1.94928000	1.04392200
1.23999997	1.90498900	1.04392200
1.25999997	1.90498900	1.13096700
1.27999997	1.86069800	1.04392200
1.29999997	1.81640600	1.13096700
1.31999997	1.81640600	1.13096700
1.33999997	1.72782400	1.13096700
1.35999997	1.72782400	1.21801200
1.37999997	1.68353200	1.21801200
1.39999996	1.59495000	1.21801200
1.41999996	1.63924100	1.30505700
1.43999996	1.59495000	1.21801200
1.45999996	1.55065800	1.30505700
1.47999996	1.50621300	1.30505700
1.49999996	1.50621300	1.30505700
1.51999996	1.46192200	1.39210100
1.53999996	1.41763000	1.39210100
1.55999996	1.41763000	1.39210100
1.57999996	1.41763000	1.39210100
1.59999996	1.37333900	1.47914600
1.61999996	1.37333900	1.47914600
1.63999996	1.32904800	1.47914600
1.65999996	1.28475600	1.47914600
1.67999996	1.28475600	1.56619100
1.69999996	1.32904800	1.56619100
1.71999996	1.28475600	1.56619100
1.73999996	1.24046500	1.56619100
1.75999996	1.28475600	1.65323600
1.77999996	1.24046500	1.65323600
1.79999995	1.28475600	1.65323600
1.81999995	1.24046500	1.65323600
1.83999995	1.24046500	1.65323600
1.85999995	1.24046500	1.73997300
1.87999995	1.24046500	1.73997300
1.89999995	1.28475600	1.73997300
1.91999995	1.28475600	1.73997300
1.93999995	1.28475600	1.73997300
1.95999995	1.28475600	1.82701800
1.97999995	1.28475600	1.82701800
1.99999995	1.28475600	1.82701800
2.01999995	1.32904800	1.91406300
2.03999995	1.37333900	1.91406300
2.05999995	1.37333900	1.91406300
2.07999995	1.37333900	1.91406300
2.09999995	1.41763000	2.00110700
2.11999995	1.41763000	2.00110700
2.13999995	1.46192200	2.00110700
2.15999995	1.50621300	2.00110700
2.17999994	1.55065800	2.00110700
2.19999994	1.55065800	2.08815200
2.21999994	1.59495000	2.08815200
2.23999994	1.63924100	2.08815200
2.25999994	1.63924100	2.17519700
2.27999994	1.72782400	2.08815200
2.29999994	1.77211500	2.17519700
2.31999994	1.77211500	2.17519700
2.33999994	1.81640600	2.17519700
2.35999994	1.90498900	2.26224200
2.37999994	1.90498900	2.26224200
2.39999994	1.99357200	2.26224200
2.41999994	1.99357200	2.26224200
2.43999994	2.08230800	2.34928600
2.45999994	2.08230800	2.34928600
2.47999994	2.12659900	2.34928600
2.49999994	2.17089100	2.34928600
