Time	Channel A	Channel B
(ms)	(V)	(V)

0.00000000	3.05687100	-1.21801200
0.02000000	3.05687100	-1.21801200
0.04000000	3.05687100	-1.21801200
0.06000000	3.05687100	-1.13096700
0.08000000	3.05687100	-1.13096700
0.10000000	3.05687100	-1.13096700
0.12000000	3.10131600	-1.13096700
0.14000000	3.05687100	-1.13096700
0.16000000	3.10131600	-1.04392200
0.18000000	3.05687100	-1.04392200
0.19999999	3.05687100	-1.04392200
0.21999999	3.10131600	-1.04392200
0.23999999	3.10131600	-1.04392200
0.25999999	3.05687100	-0.95687750
0.27999999	3.05687100	-0.95687750
0.29999999	3.05687100	-0.95687750
0.31999999	3.05687100	-0.95687750
0.33999999	3.05687100	-0.95687750
0.35999999	3.05687100	-0.95687750
0.37999999	3.05687100	-0.86983270
0.39999999	3.05687100	-0.86983270
0.41999999	3.05687100	-0.86983270
0.43999999	3.05687100	-0.86983270
0.45999999	3.05687100	-0.86983270
0.47999999	3.10131600	-0.78309550
0.49999999	3.10131600	-0.78309550
0.51999999	3.05687100	-0.78309550
0.53999999	3.05687100	-0.69605070
0.55999999	3.05687100	-0.69605070
0.57999999	3.05687100	-0.69605070
0.59999998	3.05687100	-0.69605070
0.61999998	3.05687100	-0.69605070
0.63999998	3.05687100	-0.69605070
0.65999998	3.10131600	-0.60900590
0.67999998	3.10131600	-0.60900590
0.69999998	3.05687100	-0.60900590
0.71999998	3.05687100	-0.60900590
0.73999998	3.05687100	-0.60900590
0.75999998	3.10131600	-0.52196110
0.77999998	3.05687100	-0.52196110
0.79999998	3.05687100	-0.52196110
0.81999998	3.01258000	-0.52196110
0.83999998	3.05687100	-0.52196110
0.85999998	3.10131600	-0.52196110
0.87999998	3.05687100	-0.43491630
0.89999998	3.10131600	-0.43491630
0.91999998	3.10131600	-0.43491630
0.93999998	3.05687100	-0.34787150
0.95999998	3.05687100	-0.43491630
0.97999998	3.10131600	-0.34787150
0.99999997	3.10131600	-0.34787150
1.01999997	3.10131600	-0.34787150
1.03999997	3.10131600	-0.34787150
1.05999997	3.10131600	-0.34787150
1.07999997	3.05687100	-0.26082680
1.09999997	3.10131600	-0.26082680
1.11999997	3.10131600	-0.26082680
1.13999997	3.05687100	-0.26082680
1.15999997	3.10131600	-0.26082680
1.17999997	3.10131600	-0.17378200
1.19999997	3.05687100	-0.17378200
1.21999997	3.05687100	-0.17378200
1.23999997	3.10131600	-0.17378200
1.25999997	3.10131600	-0.08673721
1.27999997	3.10131600	-0.08673721
1.29999997	3.10131600	-0.08673721
1.31999997	3.05687100	0.00000000
1.33999997	3.10131600	0.00000000
1.35999997	3.05687100	0.00000000
1.37999997	3.05687100	0.00000000
1.39999996	3.05687100	0.00000000
1.41999996	3.05687100	0.00000000
1.43999996	3.05687100	0.08673721
1.45999996	3.05687100	0.08673721
1.47999996	3.05687100	0.08673721
1.49999996	3.05687100	0.17378200
1.51999996	3.05687100	0.17378200
1.53999996	3.05687100	0.17378200
1.55999996	3.05687100	0.17378200
1.57999996	3.01258000	0.26082680
1.59999996	3.01258000	0.26082680
1.61999996	3.01258000	0.26082680
1.63999996	3.01258000	0.26082680
1.65999996	2.96828900	0.26082680
1.67999996	2.96828900	0.34787150
1.69999996	2.96828900	0.34787150
1.71999996	2.92399700	0.34787150
1.73999996	2.92399700	0.34787150
1.75999996	2.92399700	0.43491630
1.77999996	2.87970600	0.43491630
1.79999995	2.87970600	0.43491630
1.81999995	2.87970600	0.43491630
1.83999995	2.79112300	0.52196110
1.85999995	2.79112300	0.52196110
1.87999995	2.74683200	0.52196110
1.89999995	2.74683200	0.52196110
1.91999995	2.70254100	0.60900590
1.93999995	2.70254100	0.60900590
1.95999995	2.65824900	0.60900590
1.97999995	2.65824900	0.60900590
1.99999995	2.61395800	0.60900590
2.01999995	2.56951300	0.69605070
2.03999995	2.56951300	0.69605070
2.05999995	2.52522100	0.69605070
2.07999995	2.48093000	0.69605070
2.09999995	2.48093000	0.78309550
2.11999995	2.43663900	0.78309550
2.13999995	2.39234700	0.78309550
2.15999995	2.39234700	0.78309550
2.17999994	2.30376500	0.86983270
2.19999994	2.30376500	0.86983270
2.21999994	2.25947300	0.86983270
2.23999994	2.25947300	0.86983270
2.25999994	2.21518200	0.95687750
2.27999994	2.17089100	0.95687750
2.29999994	2.12659900	0.95687750
2.31999994	2.08230800	1.04392200
2.33999994	2.03786300	1.04392200
2.35999994	2.03786300	1.04392200
2.37999994	1.99357200	1.04392200
2.39999994	1.94928000	1.04392200
2.41999994	1.94928000	1.13096700
2.43999994	1.86069800	1.13096700
