Time	Channel A	Channel B
(ms)	(V)	(V)

0.00000000	2.03786300	-0.08673721
0.02000000	2.08230800	-0.08673721
0.04000000	2.03786300	-0.17378200
0.06000000	2.08230800	-0.17378200
0.08000000	2.08230800	-0.17378200
0.10000000	2.08230800	-0.17378200
0.12000000	2.12659900	-0.17378200
0.14000000	2.12659900	-0.26082680
0.16000000	2.12659900	-0.26082680
0.18000000	2.12659900	-0.26082680
0.19999999	2.12659900	-0.26082680
0.21999999	2.12659900	-0.26082680
0.23999999	2.12659900	-0.26082680
0.25999999	2.12659900	-0.34787150
0.27999999	2.12659900	-0.34787150
0.29999999	2.12659900	-0.34787150
0.31999999	2.17089100	-0.34787150
0.33999999	2.17089100	-0.43491630
0.35999999	2.17089100	-0.43491630
0.37999999	2.17089100	-0.43491630
0.39999999	2.17089100	-0.43491630
0.41999999	2.17089100	-0.43491630
0.43999999	2.17089100	-0.52196110
0.45999999	2.17089100	-0.52196110
0.47999999	2.17089100	-0.52196110
0.49999999	2.21518200	-0.52196110
0.51999999	2.17089100	-0.52196110
0.53999999	2.21518200	-0.52196110
0.55999999	2.17089100	-0.60900590
0.57999999	2.17089100	-0.60900590
0.59999998	2.21518200	-0.60900590
0.61999998	2.25947300	-0.60900590
0.63999998	2.21518200	-0.69605070
0.65999998	2.21518200	-0.69605070
0.67999998	2.21518200	-0.69605070
0.69999998	2.17089100	-0.69605070
0.71999998	2.21518200	-0.78309550
0.73999998	2.21518200	-0.69605070
0.75999998	2.21518200	-0.78309550
0.77999998	2.25947300	-0.78309550
0.79999998	2.21518200	-0.78309550
0.81999998	2.21518200	-0.78309550
0.83999998	2.25947300	-0.86983270
0.85999998	2.21518200	-0.86983270
0.87999998	2.21518200	-0.86983270
0.89999998	2.25947300	-0.86983270
0.91999998	2.25947300	-0.86983270
0.93999998	2.25947300	-0.95687750
0.95999998	2.21518200	-0.95687750
0.97999998	2.25947300	-0.95687750
0.99999997	2.25947300	-0.95687750
1.01999997	2.25947300	-1.04392200
1.03999997	2.25947300	-0.95687750
1.05999997	2.25947300	-1.04392200
1.07999997	2.25947300	-1.04392200
1.09999997	2.25947300	-1.04392200
1.11999997	2.25947300	-1.04392200
1.13999997	2.25947300	-1.04392200
1.15999997	2.25947300	-1.13096700
1.17999997	2.25947300	-1.13096700
1.19999997	2.25947300	-1.13096700
1.21999997	2.25947300	-1.13096700
1.23999997	2.25947300	-1.13096700
1.25999997	2.25947300	-1.21801200
1.27999997	2.25947300	-1.21801200
1.29999997	2.25947300	-1.21801200
1.31999997	2.25947300	-1.30505700
1.33999997	2.25947300	-1.30505700
1.35999997	2.25947300	-1.30505700
1.37999997	2.25947300	-1.30505700
1.39999996	2.25947300	-1.30505700
1.41999996	2.25947300	-1.30505700
1.43999996	2.25947300	-1.39210100
1.45999996	2.30376500	-1.39210100
1.47999996	2.25947300	-1.39210100
1.49999996	2.25947300	-1.39210100
1.51999996	2.30376500	-1.39210100
1.53999996	2.25947300	-1.39210100
1.55999996	2.30376500	-1.47914600
1.57999996	2.30376500	-1.47914600
1.59999996	2.25947300	-1.47914600
1.61999996	2.25947300	-1.47914600
1.63999996	2.25947300	-1.56619100
1.65999996	2.25947300	-1.56619100
1.67999996	2.25947300	-1.56619100
1.69999996	2.25947300	-1.56619100
1.71999996	2.25947300	-1.56619100
1.73999996	2.25947300	-1.65323600
1.75999996	2.25947300	-1.65323600
1.77999996	2.25947300	-1.65323600
1.79999995	2.30376500	-1.65323600
1.81999995	2.25947300	-1.73997300
1.83999995	2.25947300	-1.65323600
1.85999995	2.30376500	-1.73997300
1.87999995	2.25947300	-1.73997300
1.89999995	2.30376500	-1.73997300
1.91999995	2.25947300	-1.73997300
1.93999995	2.30376500	-1.82701800
1.95999995	2.25947300	-1.82701800
1.97999995	2.30376500	-1.82701800
1.99999995	2.25947300	-1.82701800
2.01999995	2.25947300	-1.82701800
2.03999995	2.30376500	-1.91406300
2.05999995	2.30376500	-1.91406300
2.07999995	2.25947300	-1.91406300
2.09999995	2.30376500	-1.91406300
2.11999995	2.30376500	-1.91406300
2.13999995	2.30376500	-2.00110700
2.15999995	2.30376500	-1.91406300
2.17999994	2.30376500	-2.00110700
2.19999994	2.25947300	-2.00110700
2.21999994	2.30376500	-2.00110700
2.23999994	2.30376500	-2.08815200
2.25999994	2.30376500	-2.00110700
2.27999994	2.30376500	-2.08815200
2.29999994	2.30376500	-2.08815200
2.31999994	2.30376500	-2.08815200
2.33999994	2.30376500	-2.17519700
2.35999994	2.30376500	-2.17519700
2.37999994	2.30376500	-2.17519700
